departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Aberdeen,Gdansk,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Alexandria,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Almaty,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Amman,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Asyut,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Baku,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Beirut,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Bishkek,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Bucharest,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Chisinau,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Dammam,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Gabala,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Giza,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Larnaca,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Salalah,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Sarajevo,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Abu Dhabi,Yerevan,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Alghero,Bucharest,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
Alghero,Sofia,2025-08-11T07:00:02,2025-08-14T23:59:59,2025-08-11T07:00:02
