departure_from,departure_to,availability_start,availability_end,data_generated
Aberdeen,Gdansk,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Alexandria,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Almaty,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Amman,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Baku,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Belgrade,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Bishkek,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Bucharest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Budapest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Chisinau,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Dammam,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Giza,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Krakow,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Kutaisi,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Larnaca,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Madinah,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Male,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Nur-Sultan,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Samarkand,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Sarajevo,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Sofia,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Sohag,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Tashkent,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Tel Aviv,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Tirana,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Turkistan,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Varna,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Vienna,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Abu Dhabi,Yerevan,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Alghero,Bucharest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Alicante,Bucharest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Alicante,Budapest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Alicante,Rome,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Almaty,Abu Dhabi,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Amman,Budapest,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Amman,London,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Amman,Milan,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Amman,Rome,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Amman,Vienna,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Ancona,Tirana,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
Antalya,London,2025-04-06T07:00:01,2025-04-09T23:59:59,2025-04-06T07:00:01
