departure_from,departure_to,availability_start,availability_end,data_generated
Abu Dhabi,Budapest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Abu Dhabi,Katowice,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Abu Dhabi,Krakow,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Abu Dhabi,Larnaca,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Abu Dhabi,Sofia,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Agadir,Katowice,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Agadir,Warsaw,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Belgrade,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Bratislava,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Bucharest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Budapest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Gdansk,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Katowice,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Milan,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Rome,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Alicante,Warsaw,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Amman,Budapest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Amman,London,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Athens,Bratislava,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Athens,Bucharest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Athens,Budapest,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
Athens,Chisinau,2025-12-21T07:00:02,2025-12-23T23:59:59,2025-12-21T07:00:02
