departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Aberdeen,Gdansk,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Abu Dhabi,Budapest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Abu Dhabi,Katowice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Abu Dhabi,Krakow,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Abu Dhabi,Larnaca,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Abu Dhabi,Sofia,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Agadir,Katowice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Agadir,Warsaw,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Bratislava,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Bucharest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Budapest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Gdansk,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Katowice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Rome,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Alicante,Warsaw,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Amman,Budapest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Ancona,Tirana,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Bratislava,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Bucharest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Chisinau,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Craiova,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Katowice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Kutaisi,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Tirana,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Venice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Athens,Warsaw,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Baku,Rome,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Banja Luka,Basel/Mulhouse,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Belgrade,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Bratislava,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Bucharest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Budapest,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Chisinau,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Cluj,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Gdansk,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Iasi,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Katowice,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Krakow,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Kutaisi,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Larnaca,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Milan,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Rome,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Skopje,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
Barcelona,Sofia,2026-01-16T07:00:02,2026-01-19T23:59:59,2026-01-16T07:00:02
