departure_from,departure_to,availability_start,availability_end,data_generated
Aberdeen,Gdansk,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Almaty,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Amman,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Baku,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Belgrade,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Bishkek,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Bucharest,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Budapest,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Chisinau,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Dammam,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Kutaisi,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Larnaca,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Madinah,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Nur-Sultan,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Samarkand,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Sarajevo,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Sofia,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Sohag,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Tashkent,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
Abu Dhabi,Tel Aviv,2025-05-20T07:00:04,2025-05-23T23:59:59,2025-05-20T07:00:04
