departure_from,departure_to,availability_start,availability_end,data_generated
Aalesund,Gdansk,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Aberdeen,Gdansk,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Alexandria,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Almaty,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Amman,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Baku,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Beirut,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Belgrade,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Bishkek,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Bucharest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Chisinau,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Dammam,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Giza,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Krakow,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Kutaisi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Larnaca,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Madinah,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Nur-Sultan,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Samarkand,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Sarajevo,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Sofia,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Sohag,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Tel Aviv,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Tirana,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Turkistan,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Varna,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Abu Dhabi,Yerevan,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alexandria,Abu Dhabi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alghero,Bucharest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alghero,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Belgrade,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Bucharest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Gdansk,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Rome,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Alicante,Warsaw,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Almaty,Abu Dhabi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Amman,Abu Dhabi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Amman,London,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Amman,Rome,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Ancona,Tirana,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Antalya,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Antalya,London,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Bucharest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Katowice,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Kutaisi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Larnaca,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,London,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Tel Aviv,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Tirana,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Athens,Venice,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Bacau,London,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Bacau,Rome,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Baku,Abu Dhabi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Baku,Rome,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Banja Luka,Basel/Mulhouse,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Belgrade,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Bucharest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Budapest,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Gdansk,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Iasi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Katowice,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Krakow,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Kutaisi,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Milan,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Rome,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Skopje,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Sofia,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Timisoara,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Venice,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Vienna,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Vilnius,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Warsaw,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
Barcelona,Wroclaw,2025-06-10T07:00:05,2025-06-13T23:59:59,2025-06-10T07:00:05
